married,union,employed,voted,previousdem,female,age,country,education,lrself,gdpgrowth,inflation,cname,satisdem
1,0,1,1,0,1,32,"6160",8,7,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,60,"6160",4,4,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,62,"6160",3,6,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,81,"6160",3,10,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,0,39,"6160",4,2,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,0,29,"6160",8,4,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,18,"6160",4,8,3.62,2.64,"POLAND (2007)",1
0,1,0,0,0,1,26,"6160",8,4,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,42,"6160",8,6,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,41,"6160",8,4,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,57,"6160",5,10,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,0,25,"6160",8,5,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,52,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,32,"6160",4,0,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,0,21,"6160",5,10,3.62,2.64,"POLAND (2007)",1
0,0,1,1,0,0,48,"6160",4,10,3.62,2.64,"POLAND (2007)",1
1,1,1,1,0,1,45,"6160",5,10,3.62,2.64,"POLAND (2007)",3
1,1,0,1,0,1,40,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,31,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,26,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,1,39,"6160",8,6,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,0,20,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,48,"6160",5,10,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,51,"6160",4,3,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,60,"6160",5,9,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,58,"6160",5,9,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,38,"6160",4,1,3.62,2.64,"POLAND (2007)",1
0,0,1,1,0,1,53,"6160",8,9,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,23,"6160",5,5,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,0,79,"6160",8,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,57,"6160",5,8,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,19,"6160",4,5,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,61,"6160",8,8,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,50,"6160",4,7,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,47,"6160",6,4,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,20,"6160",5,7,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,1,26,"6160",8,7,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,65,"6160",8,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,40,"6160",8,8,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,0,52,"6160",4,5,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,0,53,"6160",4,3,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,0,59,"6160",4,6,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,36,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,36,"6160",8,6,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,19,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,20,"6160",5,5,3.62,2.64,"POLAND (2007)",2
0,1,1,0,0,0,27,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,75,"6160",5,3,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,73,"6160",8,0,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,74,"6160",5,2,3.62,2.64,"POLAND (2007)",1
1,1,1,0,0,1,49,"6160",3,10,3.62,2.64,"POLAND (2007)",1
1,1,1,1,0,1,45,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,1,38,"6160",8,5,3.62,2.64,"POLAND (2007)",3
0,0,1,1,0,1,25,"6160",8,7,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,1,35,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,58,"6160",8,5,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,1,48,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,33,"6160",8,8,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,74,"6160",7,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,75,"6160",7,7,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,0,22,"6160",7,5,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,48,"6160",8,8,3.62,2.64,"POLAND (2007)",3
0,0,1,0,0,1,33,"6160",8,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,46,"6160",4,8,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,1,18,"6160",7,8,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,70,"6160",3,8,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,68,"6160",6,5,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,19,"6160",5,6,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,54,"6160",3,10,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,0,34,"6160",8,3,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,28,"6160",8,6,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,41,"6160",8,6,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,31,"6160",5,8,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,40,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,47,"6160",5,9,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,62,"6160",4,5,3.62,2.64,"POLAND (2007)",4
1,0,1,0,0,1,38,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,53,"6160",4,8,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,0,76,"6160",5,2,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,20,"6160",5,5,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,1,51,"6160",5,6,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,44,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,46,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,1,1,1,0,1,59,"6160",6,6,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,48,"6160",5,4,3.62,2.64,"POLAND (2007)",4
0,0,0,1,0,0,18,"6160",4,10,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,55,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,71,"6160",7,10,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,1,23,"6160",5,8,3.62,2.64,"POLAND (2007)",3
0,0,0,,0,1,66,"6160",5,10,3.62,2.64,"POLAND (2007)",2
0,1,1,1,0,1,50,"6160",3,10,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,58,"6160",3,4,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,18,"6160",4,4,3.62,2.64,"POLAND (2007)",3
1,1,1,0,0,1,30,"6160",8,8,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,44,"6160",8,8,3.62,2.64,"POLAND (2007)",3
0,0,0,,0,0,18,"6160",3,5,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,74,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,77,"6160",3,10,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,38,"6160",8,5,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,59,"6160",6,10,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,56,"6160",3,2,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,1,64,"6160",3,10,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,22,"6160",5,9,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,18,"6160",4,7,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,56,"6160",3,3,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,63,"6160",3,1,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,1,47,"6160",5,6,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,65,"6160",5,8,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,20,"6160",5,1,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,30,"6160",5,3,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,1,24,"6160",6,7,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,1,75,"6160",4,9,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,23,"6160",5,4,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,53,"6160",4,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,49,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,43,"6160",4,6,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,1,46,"6160",4,7,3.62,2.64,"POLAND (2007)",3
0,0,1,0,0,1,52,"6160",3,5,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,0,85,"6160",3,5,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,1,51,"6160",4,10,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,67,"6160",6,5,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,21,"6160",6,6,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,43,"6160",4,7,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,68,"6160",3,8,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,1,54,"6160",8,10,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,57,"6160",5,9,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,0,50,"6160",3,5,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,0,69,"6160",3,5,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,20,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,33,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,41,"6160",5,9,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,76,"6160",3,9,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,1,43,"6160",8,7,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,44,"6160",5,9,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,24,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,1,48,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,33,"6160",3,9,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,40,"6160",3,8,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,83,"6160",3,5,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,0,43,"6160",4,7,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,53,"6160",4,5,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,0,53,"6160",8,8,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,1,55,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,34,"6160",3,8,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,42,"6160",4,8,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,33,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,24,"6160",8,5,3.62,2.64,"POLAND (2007)",2
0,1,0,1,0,1,79,"6160",8,1,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,44,"6160",8,10,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,61,"6160",5,7,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,20,"6160",5,9,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,0,19,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,31,"6160",8,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,37,"6160",5,8,3.62,2.64,"POLAND (2007)",4
0,0,0,1,0,1,68,"6160",3,7,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,56,"6160",5,10,3.62,2.64,"POLAND (2007)",3
0,0,1,0,0,0,32,"6160",4,4,3.62,2.64,"POLAND (2007)",2
1,1,1,1,0,0,53,"6160",5,4,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,0,22,"6160",5,2,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,50,"6160",4,5,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,1,33,"6160",8,8,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,44,"6160",5,9,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,1,52,"6160",3,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,47,"6160",4,7,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,72,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,49,"6160",5,6,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,38,"6160",4,10,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,1,29,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,51,"6160",4,10,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,1,59,"6160",5,3,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,46,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,18,"6160",3,4,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,22,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,33,"6160",8,5,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,44,"6160",5,3,3.62,2.64,"POLAND (2007)",2
1,1,1,0,0,1,50,"6160",8,6,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,23,"6160",7,3,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,19,"6160",5,7,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,71,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,73,"6160",5,5,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,22,"6160",5,7,3.62,2.64,"POLAND (2007)",2
1,0,0,,0,0,40,"6160",5,3,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,64,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,30,"6160",6,7,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,1,26,"6160",8,8,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,0,38,"6160",4,5,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,1,34,"6160",6,5,3.62,2.64,"POLAND (2007)",2
0,0,1,0,0,0,25,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,53,"6160",5,6,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,0,62,"6160",4,6,3.62,2.64,"POLAND (2007)",2
1,1,1,1,0,1,51,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,33,"6160",5,5,3.62,2.64,"POLAND (2007)",3
0,0,1,0,0,1,29,"6160",6,2,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,20,"6160",5,7,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,30,"6160",8,4,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,1,35,"6160",3,10,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,0,47,"6160",3,6,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,19,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,22,"6160",7,8,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,81,"6160",5,7,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,51,"6160",4,5,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,18,"6160",4,6,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,59,"6160",5,6,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,0,19,"6160",4,7,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,20,"6160",2,5,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,0,34,"6160",4,10,3.62,2.64,"POLAND (2007)",3
0,0,1,1,0,0,22,"6160",4,6,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,46,"6160",4,8,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,35,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,54,"6160",3,8,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,46,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,53,"6160",8,5,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,1,25,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,70,"6160",5,3,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,79,"6160",2,10,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,61,"6160",3,9,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,0,36,"6160",4,8,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,1,60,"6160",3,4,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,69,"6160",4,6,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,1,78,"6160",2,9,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,45,"6160",5,10,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,64,"6160",3,5,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,1,77,"6160",3,10,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,72,"6160",2,7,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,19,"6160",5,2,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,40,"6160",8,5,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,31,"6160",4,9,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,51,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,43,"6160",4,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,23,"6160",8,7,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,49,"6160",5,8,3.62,2.64,"POLAND (2007)",1
0,0,1,0,0,0,21,"6160",5,5,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,1,34,"6160",4,5,3.62,2.64,"POLAND (2007)",3
1,1,1,1,0,1,46,"6160",8,10,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,24,"6160",7,7,3.62,2.64,"POLAND (2007)",2
1,1,1,1,0,0,44,"6160",4,10,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,60,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,28,"6160",4,5,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,1,35,"6160",5,6,3.62,2.64,"POLAND (2007)",2
1,1,1,1,0,1,49,"6160",8,6,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,0,19,"6160",5,8,3.62,2.64,"POLAND (2007)",2
0,1,0,0,0,1,89,"6160",3,5,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,0,64,"6160",5,5,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,0,54,"6160",4,7,3.62,2.64,"POLAND (2007)",3
0,0,1,0,0,1,58,"6160",8,8,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,64,"6160",4,9,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,23,"6160",7,10,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,54,"6160",5,9,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,1,28,"6160",8,7,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,30,"6160",5,7,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,48,"6160",4,8,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,51,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,28,"6160",8,5,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,20,"6160",5,7,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,26,"6160",8,8,3.62,2.64,"POLAND (2007)",3
0,0,1,1,0,1,23,"6160",7,6,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,71,"6160",3,8,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,1,34,"6160",6,7,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,42,"6160",5,9,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,75,"6160",4,10,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,0,52,"6160",3,5,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,1,39,"6160",8,5,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,21,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,72,"6160",4,5,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,46,"6160",3,5,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,0,24,"6160",5,5,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,26,"6160",5,10,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,20,"6160",3,4,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,84,"6160",2,9,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,1,41,"6160",4,4,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,0,47,"6160",4,5,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,19,"6160",3,5,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,32,"6160",5,5,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,36,"6160",3,5,3.62,2.64,"POLAND (2007)",3
1,0,1,0,0,1,25,"6160",7,10,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,31,"6160",4,8,3.62,2.64,"POLAND (2007)",1
0,0,0,1,0,1,20,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,51,"6160",5,7,3.62,2.64,"POLAND (2007)",3
0,0,1,0,0,1,24,"6160",5,2,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,0,57,"6160",3,8,3.62,2.64,"POLAND (2007)",2
0,1,0,0,0,1,80,"6160",2,5,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,0,26,"6160",4,7,3.62,2.64,"POLAND (2007)",1
1,1,1,1,0,1,45,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,0,25,"6160",5,8,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,73,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,1,1,1,0,0,46,"6160",5,7,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,53,"6160",3,5,3.62,2.64,"POLAND (2007)",1
1,0,1,1,0,1,50,"6160",5,8,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,30,"6160",5,6,3.62,2.64,"POLAND (2007)",3
0,0,1,1,0,0,32,"6160",4,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,53,"6160",5,0,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,59,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,0,77,"6160",3,4,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,1,81,"6160",2,1,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,1,50,"6160",5,4,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,70,"6160",4,5,3.62,2.64,"POLAND (2007)",2
0,1,1,0,0,0,30,"6160",6,7,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,0,28,"6160",5,8,3.62,2.64,"POLAND (2007)",2
1,0,0,0,0,1,79,"6160",3,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,50,"6160",4,3,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,47,"6160",5,5,3.62,2.64,"POLAND (2007)",1
1,0,0,1,0,1,69,"6160",5,7,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,73,"6160",4,8,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,22,"6160",5,8,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,1,72,"6160",3,9,3.62,2.64,"POLAND (2007)",2
0,0,1,1,0,1,55,"6160",5,5,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,1,70,"6160",5,0,3.62,2.64,"POLAND (2007)",2
1,0,1,0,0,0,35,"6160",4,6,3.62,2.64,"POLAND (2007)",1
1,0,1,0,0,0,41,"6160",4,4,3.62,2.64,"POLAND (2007)",2
0,1,1,1,0,0,27,"6160",5,5,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,68,"6160",4,8,3.62,2.64,"POLAND (2007)",3
1,0,1,1,0,1,39,"6160",8,7,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,0,50,"6160",4,5,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,19,"6160",5,6,3.62,2.64,"POLAND (2007)",3
1,0,0,1,0,1,75,"6160",2,5,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,1,46,"6160",5,4,3.62,2.64,"POLAND (2007)",1
0,0,0,0,0,0,25,"6160",7,5,3.62,2.64,"POLAND (2007)",3
0,0,0,0,0,1,78,"6160",3,5,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,0,37,"6160",4,2,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,48,"6160",5,4,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,0,27,"6160",5,10,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,1,53,"6160",3,7,3.62,2.64,"POLAND (2007)",2
1,0,1,1,0,1,38,"6160",5,7,3.62,2.64,"POLAND (2007)",3
1,1,0,1,0,1,43,"6160",5,10,3.62,2.64,"POLAND (2007)",3
1,0,1,,0,0,49,"6160",4,5,3.62,2.64,"POLAND (2007)",4
1,0,0,0,0,1,64,"6160",3,3,3.62,2.64,"POLAND (2007)",1
1,0,0,0,0,1,26,"6160",6,6,3.62,2.64,"POLAND (2007)",2
0,0,0,1,0,0,80,"6160",3,8,3.62,2.64,"POLAND (2007)",2
1,0,0,1,0,0,54,"6160",5,0,3.62,2.64,"POLAND (2007)",3
0,0,0,1,0,0,23,"6160",7,3,3.62,2.64,"POLAND (2007)",3
1,0,0,0,0,1,33,"6160",5,7,3.62,2.64,"POLAND (2007)",2
0,0,0,0,0,1,18,"6160",4,7,3.62,2.64,"POLAND (2007)",3
